State,District,Latitude,Longitude,Population,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,sex_ratio,literacy_rate
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,1455069,485090,340790,198612,100629,97983,409865,206290,203575,690980,411446,279534,471139,219841,764089,218692,305946,11928,154414,1267043,151071,3996,1353,175,29353,67830,213825,3644,373867,224715,194131,129392,111461,86507,67192,876905,363858,213560,5757,67819,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,2365106,845572,596185,383508,198144,185364,311985,161696,150289,991946,617184,374762,630251,361695,1373160,258321,463506,50878,219241,2268838,85414,1964,832,986,655,45180,251132,3406,618399,344362,330131,312931,206274,180635,122371,1460075,540235,362228,11833,67856,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,2378458,908607,637112,501630,266306,235324,221936,114771,107165,1006035,682077,323958,779093,226942,1372423,203600,378560,140458,283417,2198297,103480,5580,4146,991,62992,68482,366494,4546,613915,347752,426916,297079,214137,137899,116753,1470688,569166,335432,11291,71201,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,2228935,801051,570730,398569,205987,192582,319975,163166,156809,911349,590487,320862,612510,298839,1317586,227967,371584,46056,265742,2158623,59471,2228,1163,364,3135,55196,294702,3754,576004,338947,334635,309536,197373,148091,105499,1365647,535086,326049,9401,64484,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,1311332,469208,311154,271281,141366,129915,145512,74391,71121,586087,364559,221528,372150,213937,725245,201307,227026,9917,147837,1163607,137980,1404,640,357,6232,30868,212138,1566,329647,193885,179388,136284,120687,77541,50655,817608,305605,187611,6041,60435,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,1379131,485341,378853,130797,66830,63967,519856,258121,261735,684434,394660,289774,397575,286859,694697,173665,376404,11957,122408,1145052,79739,1857,360,7288,4982,26893,228695,1182,382587,223650,241327,151636,116124,84398,55984,809922,363037,205237,4048,37873,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,1066063,348761,255433,89733,45547,44186,476008,236947,239061,493057,292402,200655,240811,252246,573006,95795,258991,14329,123942,997073,42426,2372,912,268,1737,24255,113184,1733,291440,161972,154282,128427,80402,60915,46513,645619,269145,150655,3819,29839,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,1512681,543509,351103,353914,182961,170953,37836,19416,18420,717871,431857,286014,508833,209038,794810,287924,303157,8809,117981,1321003,174724,815,631,179,13755,32204,232735,1382,386608,271215,239081,141225,111366,75967,48671,901161,369741,240768,4200,49847,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,687861,208201,119824,108391,57838,50553,161448,82637,78811,277455,183788,93667,196189,81266,410406,106745,115261,4166,51283,638702,41396,230,6387,201,379,11701,74770,273,176522,90911,70840,43009,37072,24732,17091,449974,155063,82416,1634,17878,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,1726050,573242,327604,321515,171565,149950,227802,117111,110691,759281,481001,278280,577723,181558,966769,383340,220440,13079,142422,1648749,51200,1117,7151,3421,12171,35706,148128,1852,434618,261087,214162,125117,84684,58509,44812,1106084,389652,227989,5417,48952,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,1127033,353030,247755,130202,66174,64028,313304,159192,154112,461760,284289,177471,275482,186278,665273,102644,262030,15654,81432,1077545,34419,511,128,92,93,9569,102228,837,276869,185550,168224,129344,80312,60845,33067,721531,253685,150959,3320,18017,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,1445166,459353,288587,361604,190666,170938,67857,34923,32934,655318,402776,252542,470432,184886,789848,305859,223852,15622,109985,1383475,44143,588,251,109,15569,21489,132725,1090,382992,202448,188694,143231,78053,58245,35034,898323,343824,201875,4139,35388,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,1986864,730817,510173,523869,267235,256634,48730,24925,23805,897442,569425,328017,682115,215327,1089422,289013,302003,19678,286748,1718204,233133,4659,3241,945,24622,123526,323379,7501,489449,286534,280030,178295,159263,119586,111290,1156749,508302,320502,12167,107407,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,644758,210907,145765,58147,29902,28245,300687,151988,148699,289691,175698,113993,138600,151091,355067,65369,145690,8767,69865,620515,15966,667,190,70,220,12713,67975,839,168066,90791,94011,74854,43418,27216,18144,403030,158140,82984,1873,14918,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,1458875,512344,350574,292144,154504,137640,67603,34993,32610,550402,401583,148819,397283,153119,908473,168615,228308,12408,141071,1287391,149548,1313,914,295,18490,41617,181510,1926,376409,242021,214603,123650,104007,65581,59814,919239,335690,203005,5682,55126,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,1813906,758977,652304,364059,186244,177815,100280,51359,48921,768154,520362,247792,691025,77129,1045752,129680,388521,9660,240293,1107809,357253,4483,1504,328033,10205,107463,314490,6163,504235,231841,328367,275264,291391,205723,112574,998769,483200,327932,9037,72460,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,2888445,1207104,1044771,506374,259398,246976,404128,205834,198294,1236322,837577,398745,1061544,174778,1652123,198793,667943,20998,348588,2055177,421410,7223,2242,383891,11360,175917,512492,9438,781815,326195,468853,463051,525116,346876,203273,1540590,783549,553265,15285,124261,95.0,78.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,1200334,488709,411151,200372,100421,99951,88886,44515,44371,597305,345054,252251,413838,183467,603029,123099,312183,17169,144854,1009352,26502,2145,831,154458,1017,55948,227025,2932,356418,115150,187870,208902,204435,153749,67061,626978,333120,232754,5184,54974,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,2585049,987185,731322,351254,179777,171477,32722,16806,15916,1255548,727819,527729,1154708,100840,1329501,606280,373566,21093,254609,2174672,320395,2097,824,68482,8719,82098,402052,5614,698571,309704,436446,280800,316758,206530,129996,1473882,614615,494436,12836,91909,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,2586258,1048892,830982,470895,241445,229450,124837,64153,60684,1219641,734024,485617,1107542,112099,1366617,385447,603227,13770,217197,1845424,354236,3531,1668,364229,12242,103898,423036,4767,728192,315408,457067,400342,406379,228266,113783,1467457,641840,473071,10034,84546,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,2204307,872565,706050,348365,176898,171467,389441,196753,192688,1058172,648565,409607,804433,253739,1146135,220978,473983,21346,341865,1780085,92297,10701,5251,286734,3861,172661,418666,8239,684655,243773,316192,337320,351610,241179,126488,1163802,629890,403719,12746,113039,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,2050862,723388,570528,127571,65068,62503,647315,327034,320281,936370,570448,365922,825875,110495,1114492,239139,429536,20646,247049,1825460,187901,3653,1422,13405,12818,126138,315332,6065,528790,200494,323641,208571,290656,182739,114931,1167569,513908,350747,10912,74859,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,1322507,542837,461406,175961,87434,88527,214253,105944,108309,665419,383151,282268,433962,231457,657088,186509,281414,32525,164971,1153861,26157,1827,2160,125282,1568,38044,239981,2866,386515,138457,237888,231153,225595,159570,57923,704214,371908,244111,5074,49085,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,1177345,450551,340192,182565,93379,89186,111954,57674,54280,569182,330903,238279,514371,54811,608163,241613,226483,8268,92818,863199,127552,992,643,176679,5278,27700,159114,1221,284369,175736,266649,127246,136075,74544,38698,692117,281905,201828,3833,29815,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,4229917,1629223,1262659,389273,199427,189846,604367,310150,294217,1863571,1186472,677099,1643955,219616,2366346,384359,937174,38930,503108,3457615,560261,7091,3091,143865,27404,350029,720791,14297,1169788,482462,735730,532587,627198,375643,229987,2352671,1080237,763529,19560,170551,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1959046,699428,496095,272266,138957,133309,42263,21988,20275,930886,545030,385856,844492,86394,1028160,418952,300937,16705,194292,1504641,274221,12542,1629,152540,9619,60219,288895,3791,502830,271061,422207,218189,225331,120715,64060,1150104,454836,341479,8400,75655,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3876001,1559760,1266085,504461,253390,251071,30206,15478,14728,1704054,1125204,578850,1508563,195491,2171947,660872,266028,59932,717222,3379906,286558,15573,1570,29766,154882,340318,770005,22269,1179314,321457,622362,487227,698604,395234,335413,1972486,1084858,801590,49081,283565,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,2454196,932432,718240,480913,247918,232995,57488,29872,27616,1046857,670018,376839,964177,82680,1407339,331780,416578,17663,280836,2006984,367664,2387,935,66535,6387,96018,381722,6217,585632,268627,423711,296910,380344,224998,153256,1406364,584243,453229,13150,81052,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,4653570,1959220,1714588,867713,439205,428508,437571,223566,214005,1868560,1334211,534349,1654778,213782,2785010,206606,423587,52419,1185948,3492202,390974,34667,20469,668050,24528,599780,917626,57964,1308366,325084,666693,812381,790443,542228,493236,2460820,1361821,818467,71592,426007,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,3361292,1255222,934203,640483,328797,311686,281695,143892,137803,1493953,925232,568721,1317791,176162,1867339,447823,632395,29158,384577,2501741,471951,3902,13540,354189,5049,116284,488748,7548,821682,416869,691348,368723,416761,255650,156225,2008314,809135,535827,12341,83106,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,1648295,512099,394410,47985,24273,23712,1141933,568026,573907,792065,442898,349167,664193,127872,856230,211672,438176,14599,127618,1521618,96182,8467,685,4969,6191,54335,186202,2579,405012,166664,218718,121404,160961,113019,58461,1011352,390419,241534,6135,39350,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,6107187,2397538,1947828,554687,282213,272474,1564369,792547,771822,2763328,1746286,1017042,2523023,240305,3343859,967385,730228,56132,1009583,5237009,693052,23946,8912,94783,38212,536781,904710,45039,1668932,544346,1038955,851714,830070,485052,373100,3580633,1567252,948469,79590,396040,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,1657576,644304,493506,265184,136354,128830,36039,18569,17470,773916,473795,300121,701894,72022,883660,297361,299525,19831,157199,1437623,178925,942,340,28216,4530,49180,240042,3209,444990,183972,300965,201646,260772,139479,96847,917343,393539,343021,7974,51577,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1836086,666291,491523,247308,125883,121425,40514,20570,19944,822797,501422,321375,756417,66380,1013289,295030,317806,13210,196751,1328385,306364,2081,1371,187899,6238,59272,272486,3982,427239,229217,396713,204316,229103,116041,81333,1078349,436486,313455,6973,50197,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,9429408,3940210,3231513,1180703,602755,577948,348876,179132,169744,4048993,2809816,1239177,3751221,297772,5380415,886530,414461,105711,2642291,8090254,673704,134192,27090,340404,127786,1410448,1925019,235018,3222457,559840,1234549,1383055,1414563,867256,1086650,5184734,2624165,1586132,273326,1013058,91.0,76.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1615069,619012,580380,66948,31967,34981,20374,10402,9972,714076,407008,307068,554973,159103,900993,296913,153117,17230,246816,1307211,187197,1990,230,113467,3347,100860,367352,7752,639362,163025,378554,269872,247257,111600,65700,777431,438905,396967,15191,61559,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2822143,1121550,927917,353093,177108,175985,18333,9406,8927,1215104,800214,414890,1074948,140156,1607039,480554,290693,40824,403033,2440312,239607,9098,1260,38210,87453,227034,485126,13212,853673,208511,507318,459156,453404,244804,214003,1450907,752303,603739,29515,190760,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,3003741,1201034,1024660,323236,161703,161533,29635,15210,14425,1354947,844805,510142,1184407,170540,1648794,585876,297241,39772,432058,2691952,146970,4408,1182,141315,12810,271186,562653,14093,975471,288427,495822,407977,556706,299993,243457,1517324,800492,671702,36046,195582,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,849651,348289,317778,55586,26830,28756,6976,3575,3401,347178,229676,117502,226538,120640,502473,124812,81816,9679,130871,780384,26264,15471,219,24762,1046,42540,194228,3517,340836,86480,165284,134734,175070,89023,48418,382024,242296,222963,9264,37159,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,4317756,1651266,1259410,649745,331960,317785,77592,39785,37807,1898395,1206933,691462,1763175,135220,2419361,637250,558334,71106,631705,3795424,441254,9882,1279,35497,28134,248255,595560,15145,1156231,390337,788150,535848,643327,328020,236302,2402794,1089900,809935,28219,229240,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,11060148,4591396,3635765,730089,377885,352204,1542451,769192,773259,4492767,3363123,1129644,3930511,562256,6567381,349931,418004,124461,3600371,8716055,1355630,280700,39149,449617,172052,1610460,2231800,256170,3618151,712171,1530916,1588196,1751284,1080597,961719,6184519,3241888,1579921,172210,499186,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,1300774,552617,466841,188830,96569,92261,149507,76698,72809,608235,392316,215919,529623,78612,692539,132989,282170,13785,179291,1057096,53854,2696,2147,175417,5663,114029,266155,4313,388704,140470,186781,201471,225208,158055,93772,659540,370227,270107,6970,70849,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,1197160,487703,382214,229462,117867,111595,80471,41403,39068,569792,340353,229439,502755,67037,627368,165598,310195,7122,86877,859949,142672,1707,518,179330,8476,36840,196022,1875,330846,166509,238985,160331,162762,116032,47865,682919,302425,210185,3623,37729,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2772348,1115980,906594,328518,167009,161509,514057,260896,253161,1355999,815475,540524,1195100,160899,1416349,333504,739718,17899,264878,2251401,239236,4567,1596,249874,11422,134500,446516,6094,798132,391944,562739,382001,389924,245819,123074,1549263,733258,483813,12132,99346,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,237399,87313,69020,22113,11085,11028,3287,1625,1662,109937,62807,47130,76423,33514,127462,34358,15109,11567,48903,175102,18691,4264,56,76,16,11393,34364,676,56149,15941,36011,50004,31775,20077,20074,135220,62907,38815,2009,5782,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,144182,51053,39249,540,321,219,128280,63622,64658,76238,42615,33623,53753,22485,67944,43255,8315,3040,21628,10810,3086,129049,136,400,59,1424,18764,184,34160,17382,28163,30589,18971,12213,8105,86255,39324,18329,908,3263,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274143,104013,91922,443,244,199,254787,126328,128459,122655,70594,52061,89779,32876,151488,64834,8282,5067,44472,12034,2886,254979,152,495,87,13371,29894,837,57825,32860,67907,65475,38567,23284,14523,168608,67802,37096,1807,6387,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,479148,148012,116465,1000,536,464,419210,214519,204691,233622,124143,109479,185725,47897,245526,175127,30369,4978,42307,43833,1649,426819,140,2409,53,2430,22798,256,39834,46757,81735,91395,62033,40438,24940,314439,111516,52008,827,1603,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,140651,47403,37603,22,17,5,134626,68226,66400,70675,37237,33438,55979,14696,69976,48849,1924,1710,18192,2995,589,134760,59,425,57,1229,11541,125,28101,11155,28461,26794,17867,11645,7102,90273,33290,16924,495,723,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,422168,152617,116687,40593,20137,20456,1808,929,879,195319,109377,85942,133428,61891,226849,77331,33106,21017,63865,267146,107323,4322,106,114,24,15994,49507,880,104263,32396,69738,87932,55803,37899,28550,251975,107196,62060,3141,11574,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,183998,70148,59681,248,160,88,173606,87970,85636,87929,46533,41396,67724,20205,96069,56815,3852,2233,25029,7553,1115,174112,108,635,70,1659,14026,276,41890,20670,29382,38350,31734,22729,15636,113715,43646,25165,1107,944,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,317917,102513,89634,509,304,205,305180,153861,151319,126073,72262,53811,83936,42137,191844,77390,19246,2475,26962,17272,3359,289708,56,1004,38,1839,24550,288,74216,51578,70679,52762,31328,9473,2484,216742,70424,29926,1167,4732,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,825922,287270,290760,5642,2924,2718,661158,320048,341110,326786,204303,122483,289576,37210,499136,76767,40889,2966,206164,144935,14185,543394,2495,3111,303,41496,135941,5032,215091,118135,163729,127722,94579,58836,61639,545961,192428,86576,15048,7975,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,395124,87371,100156,1317,784,533,376099,185866,190233,154180,88839,65341,110617,43563,240944,50844,35766,2004,65566,12456,1646,271596,34,284,45,7150,41677,510,83717,67749,61526,34677,26748,13544,8039,291097,72934,30362,4790,978,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,142334,45003,37059,319,188,131,134237,68140,66097,53069,32826,20243,38397,14672,89265,28145,5565,1249,18110,7036,1050,132984,27,332,10,482,10940,179,39643,25906,28921,21506,13858,3998,826,97082,30605,14495,695,1700,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,643291,193438,165264,8810,4535,4275,474009,236772,237237,255693,151914,103779,188371,67322,387598,120740,39725,7643,87585,122936,106788,389956,209,3392,144,10006,51301,1630,157945,85733,129178,90963,70941,29404,10856,427629,143604,70599,3589,10923,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,383461,117307,113371,168,93,75,375097,189134,185963,163345,89694,73651,119803,43542,220116,84956,37184,2475,38730,6498,1533,366881,58,1313,38,476,32873,149,87131,80318,78208,45046,28417,12295,6450,278569,69988,33431,1683,922,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,400309,169547,171048,627,388,239,373542,182517,191025,174636,104643,69993,151410,23226,225673,39266,11434,3360,120576,13249,5264,379134,105,1570,76,64710,79804,4019,100911,29332,68214,100103,78752,37701,31310,235892,108094,56092,9581,16909,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,125745,51440,49362,17,16,1,123466,61954,61512,60342,34129,26213,53111,7231,65403,38336,5823,980,15203,1075,699,123446,9,151,45,9115,23948,186,31112,14491,31359,30454,16259,4956,4087,78778,29690,17189,1237,3135,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,83955,34147,31748,84,59,25,73609,36917,36692,36672,22733,13939,29697,6975,47283,17992,5921,585,12174,4000,4426,75210,16,108,2,8787,14853,367,22176,11367,18046,20399,9849,3473,2530,52147,20576,11167,867,2488,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,117894,36444,26417,146,105,41,112354,57044,55310,45566,28517,17049,38082,7484,72328,29189,3153,613,12611,1668,522,63892,52,51549,122,5213,9283,162,27266,19890,21114,16629,10538,3763,2515,80723,25303,11831,631,658,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,64515,56607,178,125,53,153533,77180,76353,78292,46230,32062,62013,16279,83136,45439,10662,813,21378,5231,1290,127124,74,27543,93,14037,26394,482,38794,22181,33313,34774,19918,8503,5509,100250,39690,21424,1982,3706,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,32977,27214,51,42,9,82080,42075,40005,39339,24016,15323,36185,3154,47025,28669,2553,262,7855,2989,1782,69104,13,12328,25,4010,12158,90,20855,9328,19711,19949,10756,3180,1771,55914,20082,10318,565,1619,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,21861,20372,83,52,31,54642,27226,27416,19461,12211,7250,14694,4767,37113,8908,957,313,9283,933,514,54977,11,102,4,4783,7400,168,12827,8422,14151,12130,7269,3628,2204,37127,12784,6636,507,337,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,27598,26878,32,20,12,62889,31381,31508,32397,18261,14136,29838,2559,32540,21804,1284,926,8383,991,335,63444,6,60,9,5511,12315,131,15490,8771,14985,16237,9062,2915,2128,39568,15894,9404,702,1723,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,150142,127895,0,0,0,223989,110892,113097,151350,99645,51705,122358,28992,227461,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,42378,71413,3303,111969,34539,61815,80076,44343,26712,27532,243392,98601,36618,10008,10821,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,107038,90451,0,0,0,224738,110617,114121,114825,68140,46685,99408,15417,153163,44684,2198,2072,65871,25496,4384,234955,998,1519,80,20712,50724,1928,76100,21654,46756,57726,30518,19855,23439,173701,68485,25557,8428,2011,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,83479,76015,0,0,0,178431,90567,87864,100067,57084,42983,81046,19021,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,7236,40154,537,55278,20259,43483,54035,27425,13077,10299,111243,52853,30363,3805,5184,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,250260,67432,52194,0,0,0,238285,124343,113942,147654,79425,68229,104981,42673,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1080,14398,178,51022,37431,46055,30500,7628,3565,1772,168773,53600,27437,1007,1571,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,163418,57926,47967,0,0,0,157146,79536,77610,80277,41556,38721,63645,16632,83141,55091,3159,1275,20752,3563,950,158224,31,350,17,2073,36182,170,46198,22494,32722,30434,12785,7268,5926,108514,37842,16969,1780,838,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,63653,53858,0,0,0,190916,98212,92704,98154,52931,45223,73518,24636,98442,75212,3913,1104,17925,2979,1052,191864,27,572,5,773,24998,155,50141,29602,40900,33514,15013,6008,2760,134573,43210,18762,1063,738,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,67385,60823,0,0,0,156621,78816,77805,78412,42096,36316,63512,14900,87931,47473,6438,1965,22536,5605,2043,158236,34,318,8,3228,25268,198,46669,15865,37024,41627,18746,10223,8030,106951,40510,18811,1592,1713,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,53504,49377,0,0,0,136561,68071,68490,79466,41178,38288,49382,30084,61291,44723,11955,2025,20763,2580,772,136995,39,286,6,1433,28846,261,37311,16523,30889,35113,17282,8821,5560,91709,32267,16730,2258,1033,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,902359,718873,478586,243597,234989,275678,137748,137930,932707,684020,248687,618064,314643,1387822,288818,358214,28736,256939,2197709,94254,6434,237,111,201,36478,296834,7370,683594,342192,470502,416510,267354,112392,105962,1303828,622575,390611,8591,75401,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,596269,497871,334896,168687,166209,30428,15361,15067,468599,409559,59040,328097,140502,1037738,155956,151377,14451,146815,1398543,104202,745,169,81,111,15864,164636,2637,428106,210736,391081,297270,177013,71815,67536,848660,393629,260486,3670,34791,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1103033,908436,498633,254456,244177,93745,47437,46308,936365,761876,174489,696274,240091,1688105,138698,248298,51809,497560,2457729,141263,11985,1026,6276,1180,103177,349587,15046,790297,289414,545514,513039,328319,159456,181601,1372301,743090,499895,15494,132934,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,464093,365817,234079,118755,115324,162056,80878,81178,435533,340552,94981,277338,158195,757278,71230,163636,17312,183355,1185542,4805,727,124,366,39,19846,117172,1810,352369,188872,238599,193395,132002,53162,43064,641697,326233,222398,3533,36224,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,153663,108874,39175,19037,20138,313714,151902,161812,293933,155907,138026,170371,123562,283884,65062,153199,5370,70302,353160,1556,219482,53,2180,66,12035,63112,635,175145,68405,76419,54787,36977,17084,12556,345387,144043,85072,656,8521,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1262652,947398,688235,342111,346124,118928,59172,59756,1501772,990027,511745,900744,601028,2027259,284943,565448,56274,595107,3486059,13315,23975,590,174,170,120191,405298,9049,1015394,518072,767140,508511,297490,121151,97147,1980232,924756,613249,9066,100866,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,228092,177787,104620,52580,52040,176758,88273,88485,247707,172018,75689,172069,75638,331798,40867,56809,15836,134195,553587,12783,10462,1441,80,70,18950,81433,2498,177186,69122,101541,103622,70928,32909,22010,320156,159477,98555,3966,32916,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,484177,317859,286580,142133,144447,449456,221171,228285,751930,447290,304640,376757,375173,824939,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,17610,91171,1953,494748,213426,225468,172905,94044,40383,27385,880160,415778,275533,3547,34156,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,233900,165886,115544,56987,58557,392820,190506,202314,355349,193515,161834,167112,188237,377761,79221,162932,11946,101250,580300,2138,148895,82,290,47,6938,28736,768,242935,108606,145604,108773,48856,21351,14962,436625,177471,117777,1278,11947,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,579970,509295,309780,155531,154249,9484,4748,4736,466890,386382,80508,322265,144625,973471,149264,143864,16544,157218,1386792,50247,1423,169,62,52,15879,173107,1628,438243,218444,357621,298557,203472,76449,75926,771284,374559,290894,2686,37980,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,957515,792421,297472,151528,145944,115051,59094,55957,792193,645880,146313,632625,159568,1459480,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,160277,349860,35701,688729,276378,445785,436534,295099,177974,247498,1199521,653346,391701,33514,165342,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,340843,227247,196540,96789,99751,697583,337373,360210,693406,384053,309353,396460,296946,686241,207194,290626,14416,181170,1294151,8850,68550,518,219,491,39631,85766,3988,460128,158847,158653,98266,60589,32257,29000,818578,348803,207206,6922,37192,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,147001,97705,138295,70052,68243,354614,171717,182897,310666,170495,140171,179030,131636,302526,151260,106353,7725,45328,600219,1871,10039,213,43,195,4738,24604,448,183723,60913,64683,44962,19031,8487,5585,381913,146355,83284,820,10535,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,794171,575226,184682,92127,92555,1479576,730487,749089,1223534,697782,525752,548390,675144,1296204,238772,568755,113808,302199,2113079,33706,15008,661,162,109,29031,140189,2950,753589,283489,390037,385216,214921,92060,72847,1449729,650135,414076,6279,62502,101.0,54.0
